"filename" "beta1" "beta3" "lambda1" "lambda2" "lambda3" "diffBeta1" "diffBeta3" "diffLambda1" "diffLambda3" "pi1" "pi2" "pi3" "init_beta1" "init_beta2" "init_beta3" "init_pi1" "init_pi2" "init_pi3" "tempering" "Qlike" "Q1" "Q2" "Q3" "bpBase"
"SerumReversal" 0.491480022780107 1.00000031774906 0.0817305549902911 0.00236537093821777 0.00236536582354308 -1.56970429543435e-07 -7.24581750282168 1.99007477164059e-14 8.90398865749376e-13 0.456299459497172 0.271850321645734 0.271850218857094 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.77373737330303 -685.613493329375 -261.313301416433 -133.252268182763 -133.252199617887 434349.090909091
"SerumReversal" 0.491861319672027 1.00000031808647 0.0814881878541666 0.00235560786868662 0.00235560276880234 -1.46533892575462e-07 -7.07363121439704 1.33060229501325e-13 6.83897383169096e-13 0.459388428338955 0.270305837776387 0.270305733884658 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.777777777333333 -685.235706436276 -263.104258803961 -132.287701816425 -132.287632797583 444450
"SerumReversal" 0.492252993063599 1.00000031877023 0.0812316628114806 0.00234578493225256 0.00234577984190291 -1.36378901061107e-07 -6.90160487014919 1.54876111935209e-14 6.75015598972095e-13 0.462555465893236 0.268722319605484 0.26872221450128 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.781818181363636 -684.849211732988 -264.936704087505 -131.304017315154 -131.303947777403 454550.909090909
"SerumReversal" 0.492655222674284 1.00000031980296 0.0809607617063735 0.00233590097837113 0.00233589589232895 -1.26484167140006e-07 -6.72976708098163 3.7025937871249e-14 -4.60520510614515e-13 0.46580346476823 0.267098320830482 0.267098214401287 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.785858585393939 -684.453502093294 -266.812051800282 -130.300590826454 -130.300520703748 464651.818181818
"SerumReversal" 0.493068208200137 1.00000032119103 0.0806752605937013 0.00232595477676714 0.0023259496897772 -1.16829539820174e-07 -6.55814692085309 6.63635812969687e-14 -1.88737914186277e-12 0.469135489047291 0.265432309411847 0.265432201540862 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.789898989424242 -684.048028978184 -268.731795580247 -129.276762181624 -129.276691406105 474752.727272727
"SerumReversal" 0.493492171291906 1.00000032293687 0.0803749288995105 0.00231594500988199 0.0023159399167259 -1.07396459725351e-07 -6.38677392560062 -4.55746551608627e-14 1.10622622173651e-12 0.472554789343746 0.263722660044453 0.263722550611801 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.793939393454545 -683.632198383078 -270.697515082274 -128.231831655318 -128.231760158192 484853.636363636
"SerumReversal" 0.493927357115804 1.00000032505243 0.0800595293296926 0.00230587026987107 0.00230586516522068 -9.81673906608194e-08 -6.21567821560976 9.57567358739198e-15 -1.16617826506626e-12 0.476064813856621 0.261967648631789 0.26196753751159 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.797979797484848 -683.205366724022 -272.710880603356 -127.165057857635 -127.164985567292 494954.545454545
"SerumReversal" 0.494374036745976 1.00000032754944 0.0797288168153382 0.00229572904939939 0.00229572392782564 -8.91257627699815e-08 -6.04489049061998 -1.27953203588049e-13 4.12114786740858e-13 0.479669226839973 0.260165443049796 0.260165330110232 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.802020201515152 -682.766835801326 -274.773661568177 -126.075653752658 -126.075580594802 505055.454545455
"SerumReversal" 0.494832509419429 1.0000003304422 0.079382537862307 0.00228551973478806 0.00228551459072563 -8.02560862211976e-08 -5.87444210148202 -6.95277169171504e-14 -1.72750702631674e-13 0.48337192561376 0.258314094641873 0.258313979744367 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.806060605545455 -682.315847413034 -276.887734063853 -124.962783159984 -124.962709057188 515156.363636364
"SerumReversal" 0.495303105015285 1.00000033375013 0.0790204298267641 0.00227524059849686 0.00227523542617143 -7.15430701347941e-08 -5.70436512864391 -7.86037901434611e-14 5.00044450291171e-13 0.487177059398508 0.256411528801941 0.256411411799551 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.810101009575758 -681.851577327709 -279.055089177976 -123.825556881674 -123.825481752426 525257.272727273
